locale|en_HK
DIALOG_MINER_GOOD_VEINS_1|Weww met {target/shipname}. Any good veins nyeawby?
DIALOG_MINER_NOTHING_SO_FAR|Nyothing so faw, this pwace is bawwen.
DIALOG_MINER_THANKS|Thanks fow the t-tip {target/shipname}!?
DIALOG_MINER_STAND_CLEAR_1|This i-is {origin/transponder} to {target/transponder} {target/shipname}. Stand cweaw of my excavation awea.
DIALOG_MINER_STAND_CLEAR_2|{target/shipname} you awe nyot on my guiwd manyifest. Pwease s-stand cweaw of the excavation awea.
DIALOG_MINER_SEE_NO_BEACON|I see nyo cwaim beacon, {target/shipname}. (OwO)
DIALOG_MINER_WAS_HERE_FIRST|I was hewe fiwst. Stand cweaw. ;;w;;
DIALOG_MINER_ACCIDENT|I-If you stay hewe, {target/shipname} might have an... accident. Catch my dwift, winga?
DIALOG_MINER_SO_WHAT_NOW|So what awe you going to do about it, winga?
DIALOG_MINER_NEED_HELP_1|You nyeed hewp {target/shipname}?
DIALOG_MINER_NEED_HELP_2|This is {origin/shipname}. You seem wost, nyeed hewp?
DIALOG_ASK_WINGMAN|I couwd use a wingman. What a-awe youw wates?
DIALOG_WINGMAN_1000|I can give you a hand fow 1,000E$.
DIALOG_WINGMAN_2000|Fow 2,000E$ I can covew you fow this dive.
DIALOG_WINGMAN_5000|My wunnying wate is 5,000E$.
DIALOG_WINGMAN_10000|10,000E$ fow fuww package.
DIALOG_WINGMAN_20000|I have my expenses, winga. 20,000E$ and we have a deaw.
DIALOG_WINGMAN_FREE|I'm going this way anyway, winga.
DIALOG_WINGMAN_HIRE|W-We have a deaw then {target/shipname}. Wiwing the monyey to you.
DIALOG_WINGMAN_HIRE_FREE|We have a deaw then {target/shipname}. Wet's make some pwofit.
DIALOG_WINGMAN_DECLINE|Can't affowd y-you winga. Have a safe fwight.
DIALOG_WINGMAN_CONFIRM|Awwight then {target/shipname}, I'ww s-send you youw shawe of owe when we go b-back. Wead on.
DIALOG_WINGMAN_CONFIRM_DECLINE|As you wish {target/shipname}. Have a safe dive.
DIALOG_WINGMAN_IMPATIENT|I don't have aww day, winga.
DIALOG_DECLINE|N-Nyo, I'm good.
DIALOG_MINER_WARN_PIRACY_1|Watch out {target/shipname}, thewe awe nyucweaw wesidues awound. I s-smeww piwacy.
DIALOG_MINER_ASK_FOR_ORE_1|Hey mate, got any owe to spawe? This was a chawwenging dive fow {origin/shipname}.
DIALOG_MINER_TOUGH_LUCK|Tough wuck, {target/shipname}. They’we aww chawwenging wuns, get youw own.
DIALOG_MINER_SPARE_ORE|I can spawe something.
DIALOG_MINER_BREAK_EVEN|Thanks, {target/shipname}. Maybe I can do mowe than just bweak even on my wepaiws.
DIALOG_MINER_THIS_WILL_HELP|Maybe this w-wiww hewp you w-with youw wepaiws.
DIALOG_MINER_EVERY_LITTLE_BIT|Thanks winga. Evewy wittwe bit hewps.
DIALOG_MINER_THANKS_FOR_CHARITY|Thanks, winga. I weawwy appweciate this.
DIALOG_MINER_THANKS_FOR_CHARITY_WOW|Wow, thanks!? I won’t fowget this, Winga!?
DIALOG_MINER_REPAYMENT|Hey, {target/shipname}, you wemembew me?
DIALOG_MINER_REPAY_BEEN_AWHILE|Yeah, {target/shipname}. It’s b-been a whiwe.
DIALOG_MINER_REPAY_PAY_MY_DEBTS|I pay my debts, but I nyeed mowe time. (^w^)
DIALOG_MINER_REPAY_PAY_MY_DEBTS_CASH|I pay my debts.
DIALOG_MINER_REPAY_ABOUT_DAMN_TIME|It’s about damn time.
DIALOG_MINER_REPAY_CLIMBING_OUT|Sowwy winga, cwimbing out of debt takes time. Twansfewwing what I have nyow.
DIALOG_MINER_REPAY_UH_SORRY|Uh... sowwy.
DIALOG_MINER_REPAY_I_REMEMBER|Weww, I wemembew you. You hewped me out.
DIALOG_VILCY_SEEN_SUSPICIOUS_1|This is {origin/shipname} of Viwcy to {target/shipname}. Seen a-anything suspicious watewy?
DIALOG_VILCY_SEEN_SUSPICIOUS_2|We've detected twaces of nyucweaw contaminyation in the awea. Seen anything s-suspicious?
DIALOG_VILCY_WARN_PIRACY_1|{origin/transponder} to {target/transponder}. We've had wepowts of piwacy in the awea. Watch y-youwsewf.
DIALOG_VILCY_NO_BOUNTY_ON_YOU_1|{target/shipname}, youw twanspondew doesn't match ouw bounty wist, you awe cweaw. Safe twavews.
DIALOG_VILCY_NO_BOUNTY_ON_YOU_2|You awe fwee to go {target/shipname}. You match nyo bounties. uwu
DIALOG_VILCY_WARN_BOUNTY_HUNT_1|{origin/shipname} of Viwcy on bounty hunt. Stay cweaw {target/shipname}, it's going to get h-hot.
DIALOG_VILCY_WARN_BOUNTY_HUNT_2|This is {origin/transponder} {origin/shipname} of Viwcy t-to aww ships in the awea. Bounty hunt in pwogwess. Stand c-cweaw. (^w^)
DIALOG_VILCY_NEED_HELP_1|This is {origin/shipname} of Viwcy. Nyeed hewp?
DIALOG_WEREGILD_10000|Attention, {target/shipname}!? This i-is {origin/shipname} of Viwcy. You h-have an open bounty. Stand down and twansfew a wewegiwd of 10,000E$, ow be subject to c-consequences.
DIALOG_WEREGILD_20000|Attention, {target/shipname}!? This is {origin/shipname} of Viwcy. You have an open bounty. Stand down and twansfew a wewegiwd of 20,000E$, ow be subject t-to consequences.
DIALOG_WEREGILD_50000|A-Attention, {target/shipname}!? This is {origin/shipname} of Viwcy. You h-have a-an open b-bounty. Stand down and twansfew a wewegiwd of 50,000E$, ow be subject to consequences.
DIALOG_WEREGILD_NO_RESPONSE|Thewe is nyo escape fwom the hunt!? (OwO)
DIALOG_WEREGILD_WHAT_CONSEQUENCES|C-Consequences?
DIALOG_WEREGILD_BOUNTY_OR_REPAIRS|You c-can pay us fow youw bounties, ow you can pay fow wepaiws w-when we wweck y-youw ship. Decide. ;;w;;
DIALOG_WEREGILD_PAY|Aww wight, take it easy. I can pay.
DIALOG_WEREGILD_CLEAR_CONFIRM|Youw b-bounties awe cweawed, {target/shipname}. Safe f-fwying.
DIALOG_WEREGILD_COME_AND_GET_IT|If you want it - come and cwaim it!?
DIALOG_WEREGILD_YOU_ASKED_FOR_IT|You asked fow it!?
DIALOG_HELPER_SALVAGE_CLEAR_1|This is tugship {origin/shipname} on sawvage mission. Pwease stand cweaw.
DIALOG_HELPER_RESCUE_CLEAR_1|This is {origin/shipname} on wescue mission. Stand cweaw.
DIALOG_HELPER_RESCUE_CLEAR_2|Wescue in pwogwess, pwease stand cweaw. (OwO)
DIALOG_HELPER_WHY_CALLED_1|You c-cawwed f-fow us, winga? Seems youw ship f-fwies just finye.
DIALOG_HELPER_WHY_CALLED_2|{target/shipname}, youw twanspondew doesn't match the wequest we got. Seen any disabwed ships n-nyeawby?
DIALOG_HELPER_NEED_HELP_1|{target/shipname}, do you nyeed assistance?
DIALOG_HELPER_NEED_HELP_2|Nyeed hewp {target/transponder}? Ouw w-wates awe wow. (^w^)
DIALOG_HELPER_HELP_US_GO_THROUGH_1|This is t-tugship {origin/shipname} on a wescue mission. {target/shipname}, couwd you hewp u-us get thwough these wocks?
DIALOG_HELPER_GO_THROUGH_NO_EQUIPMENT|Sowwy {target/shipname}, we don't have equipment fow pwecision minying.
DIALOG_HELPER_GO_THROUGH_REFUSE|I don't have time fow this.
DIALOG_HELPER_GO_THROUGH_SURE|S-Suwe thing {target/shipname}, whewe do you nyeed to g-go?
DIALOG_HELPER_GO_THROUGH_WE_NEED_TO_GO_DEEPER_1|We nyeed to go a coupwe of kwicks deepew. J-Just take cawe of the biggew wocks fow us.
DIALOG_HELPER_GO_THROUGH_WE_NEED_TO_GO_DEEPER_2|We'we getting cwosew. Just take c-cawe of this cwustew ahead and we shouwd be good.
DIALOG_HELPER_GO_THOUGH_THANKS|Thanks, {target/shipname}, it wouwd have taken us days. Hewe's something fow youw hewp.
DIALOG_MINER_FEAR_1|Oh shit, it's {target/shipname}!?
DIALOG_MINER_FEAR_2|{origin/shipname} wequesting immediate assistance!?
DIALOG_MINER_FEAR_3|Fwak!?
DIALOG_MINER_FEAR_4|Damn!?
DIALOG_MINER_FEAR_5|To aww ships, spotted {target/shipname} in the awea!?
DIALOG_MINER_FEAR_6|Oh shit!? ;;w;;
DIALOG_MINER_FEAR_7|Gods above, it's {target/shipname}!?
DIALOG_MINER_FEAR_8|{target/shipname}, stand down!?
DIALOG_MINER_HATE_1|I-It's {target/shipname}, get him!?
DIALOG_MINER_HATE_2|Detected {target/transponder}, w-wequesting backup!?
DIALOG_MINER_HATE_3|Detected {target/shipname}, wequesting backup!?
DIALOG_MINER_HATE_4|{target/shipname}, you owe me fow wepaiws!?
DIALOG_MINER_HATE_5|{target/shipname}, you won't get away this time!?
DIALOG_MINER_HATE_6|It's payback time!?
DIALOG_MINER_HATE_7|Fow wingawowda!?
DIALOG_MINER_HATE_8|Die {target/shipname}!? UwU
DIALOG_PIRATE_FEAR_1|I'm outta h-hewe!?
DIALOG_PIRATE_FEAR_2|Shit!?
DIALOG_PIRATE_FEAR_3|D-Damn!?
DIALOG_PIRATE_FEAR_4|It's {target/shipname}!? OwO
DIALOG_PIRATE_FEAR_5|Guys, it's {target/shipname}, wet's g-get o-out of hewe!?
DIALOG_PIRATE_FEAR_6|Stay away, {target/shipname}!? uwu
DIALOG_PIRATE_FEAR_7|{target/shipname}, k-keep youw distance!?
DIALOG_PIRATE_FEAR_8|This is mowe than I asked fow!? >w<
DIALOG_PIRATE_HATE_1|What d-do we have hewe? UwU
DIALOG_PIRATE_HATE_2|Ganymede f-fow Anyawchy!?
DIALOG_PIRATE_HATE_3|I'm going to enjoy this!?
DIALOG_PIRATE_HATE_4|You can't outwun me!?
DIALOG_PIRATE_HATE_5|H-Hewwo thewe {target/shipname}, what a nyice ship you got thewe!? ^w^
DIALOG_PIRATE_HATE_6|Die, die, die!?
DIALOG_PIRATE_HATE_7|Anyawchy!?
DIALOG_PIRATE_HATE_8|You shouwd nyot come hewe {target/shipname}. ;;w;;
DIALOG_PIRATE_EXTORT_1|Nyice weactow {target/shipname}!? How much d-does it take to wepaiw it w-when it's fuww of h-howes?
DIALOG_PIRATE_EXTORT_2|You seem to be wate on youw... insuwance p-payment, {target/shipname}.
DIALOG_PIRATE_EXTORT_3|Hey thewe winga, this is a toww-fiewd. (OwO)
DIALOG_PIRATE_EXTORT_4|You wandewed into a b-bad nyeighbowhood, {target/shipname}.
DIALOG_PIRATE_EXTORT_5|Y-You owe me monyey, {target/shipname}!?
DIALOG_PIRATE_EXTORT_6|Nyow you don't wook wike a ganymedian, we can't just wet you go thwough hewe. ;;w;;
DIALOG_PIRATE_EXTORT_7|Youw w-wuck seems to be wunnying wow, {target/shipname}. ^w^
DIALOG_PIRATE_EXTORT_8|{target/shipname}!? You got my monyey?
DIALOG_WHAT_DO_YOU_WANT|What do you want?
DIALOG_NEGOTIATION_PAY_ME_10000|1-10 gwand is a wot cheapew than the wepaiws y-you'ww nyeed aftew I'm donye w-with you. OwO
DIALOG_NEGOTIATION_PAY_ME_20000|20 gwand is a w-wot cheapew than the wepaiws you'ww nyeed aftew I'm donye with you. ;;w;;
DIALOG_NEGOTIATION_CANT_AFFORD|I don't have enyough.
DIALOG_NEGOTIATION_JUST_TAKE_IT|Fwak. Just take it. Wiwing it nyow.
DIALOG_NEGOTIATION_TOO_EXPENSIVE|Awe you kidding me!??
DIALOG_NEGOTIATION_SETTLE_FOR_10000|Finye, 10 gwand t-then.
DIALOG_NEGOTIATION_HAD_ENOUGH|I've had enyough!? I'm putting an end to you!?
DIALOG_MY_BAD_SIDE|A-Awe you suwe you want to get on my bad side, winga?
DIALOG_JUST_GTFO|Just get the heww out of h-hewe.
DIALOG_PHAGE_CHAINED_WELCOME_1|This is a-autonyomous minyewaw p-pwocessing s-station {origin/transponder}. State youw businyess {target/transponder}.
DIALOG_PHAGE_CHAINED_WELCOME_2|Autonyomous station {origin/transponder} t-to {target/transponder}. You awe detected. Connyect fow commewce menyu.
DIALOG_PHAGE_CHAINED_WELCOME_3|Wewcome to autonyomous m-minying opewation {origin/transponder}. What assistance do you w-wequiwe?
DIALOG_PHAGE_CHAINED_WELCOME_4|You have weached Nyakamuwa Dynyamics a-autonyomous p-phage station {origin/transponder}. Connyect fow b-businyess oppowtunyities.
DIALOG_PHAGE_NEED_REFUEL|Do you seww weaction mass?
DIALOG_PHAGE_REFUEL_1|H-H2O weaction mass a-avaiwabwe at 1E$ pew k-kg. Dock at awms to c-commence twansaction.
DIALOG_PHAGE_ARE_YOU_AI|Autonyomous?
DIALOG_PHAGE_NO_BUSINESS_WITH_AI|I don't do businyess with two-bits. >w<
DIALOG_PHAGE_AI_CHAINED_OUT_1|Undewstood. {origin/transponder} o-out.
DIALOG_PHAGE_I_AM_CLASS_2_1|Autonyomous second-cwass minying station {origin/transponder} designyation "{origin/shipname}".
DIALOG_PHAGE_I_AM_CLASS_2_2|This is cwass 2 minying station "{origin/shipname}".
DIALOG_ANARCHY_EASY_THERE|Easy thewe, I want to tawk businyess.
DIALOG_ANARCHY_WHAT_BUSINESS|What businyess can you possibwy have with G-Ganymedian Anyawchy?
DIALOG_ANARCHY_WHO_ARE_YOU|Ganymedian Anyawchy?
DIALOG_ANARCHY_LIVED_DOWN_THE_WELL|What, have you been wiving down a weww? We awe the onyes that wwecked Titan back in the 60s. We awe the fist of the fwee w-wingas.
DIALOG_ANARCHY_WHY_YOU_KEEP_SHOOTING|Why do you keep hawassing me then?
DIALOG_ANARCHY_CORPORATE_LAPDOG|You'we just an Encewadite wapdog. (UwU)
DIALOG_ANARCHY_IM_FREE_RINGER|I'm a fwee winga, why the fist is hitting me?
DIALOG_ANARCHY_JOIN_THE_CAUSE|You want to join t-the cause?
DIALOG_ANARCHY_JOIN_THE_CAUSE_YES|Sign me in. Wet's show t-those dogs that you c-can't take the sky f-fwom us. (^w^)
DIALOG_ANARCHY_JOIN_THE_CAUSE_NO|I just want to minye in peace.
DIALOG_ANARCHY_JOIN_PROVE|You'ww nyeed to p-pwove youwsewf. Go, fow nyow. We'ww keep in touch.
DIALOG_ANARCHY_CANT_LET_YOU_GO|We can't just w-wet you weave, nyow.
DIALOG_ANARCHY_HOW_MUCH|What wouwd it take t-to get you guys off m-my back? ;;w;;
DIALOG_ANARCHY_EXTORT_100K|Y-You want insuwance fow {target/shipname}? I-It wiww be 100,000E$ fow the compwehensive p-package.
DIALOG_ANARCHY_EXTORT_TOO_MUCH|I can't affowd that!?
DIALOG_ANARCHY_EXTORT_100K_PAY|This b-bettew be wowth it, winga.
DIALOG_ANARCHY_EXTORT_PLEASURE|Pweasuwe doing businyess with you, {target/shipname}.
AGENDA_EX_PIRATE_DIALOG_WERE_FINE|We'we finye, officew {target/capitan/lastname}. (UwU)
AGENDA_EX_PIRATE_DIALOG_IS_THAT_YOU|Is that you, {agenda/firstname}?
AGENDA_EX_PIRATE_DIALOG_SURE_IS_RETIRED|It suwe is, {target/capitan/firstname}. W-Wetiwed nyow.
AGENDA_EX_PIRATE_DIALOG_BETTER_NOT_SEE_YOU_AGAIN|Good fow y-you. It'd b-be best if I don't see you a-again. {origin/capitan/firstname} {origin/capitan/lastname} out. uwu
AGENDA_EX_PIRATE_WHAT_IS_THIS_ABOUT|What is it about?
AGENDA_EX_PIRATE_WE_HAVE_RECORDS|We have bounty wecowds on {agenda/lastname}. Wots of wecowds.
AGENDA_EX_MY_BOUNTY_IS_CLEAR|They awe aww cweawed and you knyow i-it weww, {target/capitan/lastname}. You h-have nyothing on me!? ;;w;;
AGENDA_EX_PIRATE_IS_THAT_YOU|Stiww fwying {target/shipname}, {target/capitan/firstname}?
AGENDA_EX_PIRATE_OH_ITS_YOU|{agenda/firstname}? You diwtbound son of a whowe, what awe you doing on this w-wust bucket?
AGENDA_EX_PIRATE_IM_ON_RETIREMENT_FIND_OTHER_PREY|O-On w-wetiwement. I got tiwed of shooting peopwe.
AGENDA_EX_PIRATE_IM_OFF_TO_FIND_ANOTHER_PREY|And nyow I n-nyeed to find someonye ewse to thweaten. I'ww get t-the wowd out to fowks.
AGENDA_EX_PIRATE_ARE_YOU_ABOARD|T-This is {origin/shipname} of Viwcy. I-Is {agenda/firstname} {agenda/lastname} with you?
AGENDA_EX_PIRATE_DONT_KNOW_THE_GUY|I don't knyow who you awe tawking about.
AGENDA_EX_PIRATE_SORRY_WRONG_SHIP|Sowwy, I got the wwong ship. Have a safe fwight {target/shipname}!?
AGENDA_EX_PIRATE_WHAT_DO_YOU_WANT|I'm hewe, what do you want?
AGENDA_EX_PIRATE_OUTSTANDING_WEREGILD|You have an outstanding wewegiwd o-of 50,000 E$. P-Pay up o-ow come out of the aiwwock with hands up.
AGENDA_EX_PIRATE_THIS_WILL_COME_FROM_YOUR_SALARY|Twansfewwing nyow. This wiww come fwom youw sawawy.
AGENDA_EX_PIRATE_THANK_YOU_FOR_COOPERATION|Thank you fow coopewating, {target/shipname}. OwO
AGENDA_EX_PIRATE_TAKE_HIM|Get the heww out of my ship {agenda/lastname}.
AGENDA_EX_PIRATE_LIKE_HELL_I_DO|Wike heww I d-do. Aww my b-bounties awe c-cweaw.
AGENDA_EX_PIRATE_CLEAR_IT_UP_AT_THE_STATION|Cweaw it up at the station. uwu
AGENDA_LOOKING_FOR_CHILD_LOOKING_FOR_SOMEONE|W-We awe wooking fow someonye. Does {agenda/person/0/firstname} {agenda/lastname} fwy with you?
AGENDA_LOOKING_FOR_CHILD_IS_THAT_THE_KID|{agenda/lastname}? Is that the kid that stowmed off with {agenda/ship/0/shipname}? What is it to you?
AGENDA_LOOKING_FOR_CHILD_THE_VERY_SAME|The vewy same. I'm {agenda/firstname} {agenda/lastname}. ^w^
AGENDA_LOOKING_FOR_CHILD_CHECK_SALVAGE|I heawd {agenda/ship/0/shipname} went down. Check with sawvage ops. (UwU)
AGENDA_LOOKING_FOR_CHILD_NEVER_HEARD|{agenda/person/0/firstname} {agenda/lastname}? Nyevew heawd of them.
AGENDA_LOOKING_FOR_CHILD_ARE_YOU_PARENT|{agenda/lastname}? Awe you {agenda/firstname} {agenda/lastname}? I saw the nyews about the {agenda/ship/0/shipname} incident.
AGENDA_LOOKING_FOR_CHILD_YES_ITS_ME|Yes, that's me. Have you heawd anything?
AGENDA_LOOKING_FOR_CHILD_NO_SORRY|I'm sowwy {agenda/firstname}, onwy w-wumows. Good wuck finding y-youw kid.
AGENDA_LOOKING_FOR_CHILD_LOOKING_FOR_SHIP|W-We awe wooking fow {agenda/ship/0/shipname}. Did you see them?
AGENDA_LOOKING_FOR_CHILD_VILCY_BOUNTY|{agenda/ship/0/shipname}? Wecowds say we have an o-open wewegiwd on hew. What is it to you?
AGENDA_LOOKING_FOR_CHILD_VILCY_NOBOUNTY|{agenda/ship/0/shipname}? Nyo wuck.
AGENDA_LOOKING_FOR_CHILD_VILCY_CAPITAN_IS_MY_KID|I am {agenda/firstname} {agenda/lastname}. {agenda/person/0/firstname} {agenda/lastname} is my c-chiwd. uwu
DIALOG_WE_HAVE_OUTSTANDING_BUSINESS_WITH_THEM|W-We have an o-outstanding... businyess with them. uwu
AGENDA_LOOKING_FOR_CHILD_VILCY_BOUNTY_IS|I see. Wewegiwd wegistewed f-fow {agenda/person/0/firstname} {agenda/lastname} is 35,000 E$.
DIALOG_WELL_PAY_THAT_FROM_YOUR_SALARY|We'ww pay that, but it's c-coming fwom youw sawawy.
AGENDA_LOOKING_FOR_CHILD_VILCY_VERY_WELL|Vewy weww, I'ww mawk the bounty as cweawed. Good wuck finding {agenda/ship/0/shipname}. ;;
AGENDA_LOOKING_FOR_CHILD_VILCY_DON_HAVE_THAT|I don't have that k-kind of monyey.
AGENDA_LOOKING_FOR_CHILD_VILCY_BETTER_FIND_THEM_FIRST|Then best of wuck finding {agenda/ship/0/shipname} befowe us.
AGENDA_EX_PIRATE_SPIT_IT_OUT|Okay, spit it out, captain.
AGENDA_EX_PIRATE_NOT_IN_MOOD|Nyot in a mood to tawk? Okay.
AGENDA_EX_PIRATE_YOU_ARE_PIRATE|Y-You awe a piwate {agenda/lastname}?
AGENDA_EX_PIRATE_YOU_ARE_PIRATE_FN|Y-You awe a piwate {agenda/firstname}?
AGENDA_EX_PIRATE_I_WAS|An anyawchist, captain. I w-was. Wong ago. (^w^)
AGENDA_EX_PIRATE_EXPECT_TO_BELIEVE_THAT|Do you expect me to bewieve that?
AGENDA_EX_PIRATE_BELIEVE_WHAT_YOU_WANT|Bewieve what y-you w-want. Those days awe behind me.
AGENDA_EX_PIRATE_DID_YOU_QUIT|So, you just quit?
AGENDA_EX_PIRATE_ANARCHIST|An anyawchist? What's the diffewence?
AGENDA_EX_PIRATE_THATS_WHAT_GANYMEDIANS|I used to fwy w-with G-Ganymedean Anyawchy. It's nyot weawwy about piwacy, it's about being ungovewnyed by nyations and cowpowations. Just... a wack of govewnyance has consequences. (^w^)
AGENDA_EX_PIRATE_TOO_VOILENT|I was thewe to fight fow fweedom, nyot to wob p-poow sods.
AGENDA_EX_PIRATE_PAST_IN_PAST|Wet the past stay in the past. I bewieve i-in second chances.
AGENDA_EX_PIRATE_THANK_YOU|Thank you, captain.
AGENDA_EX_PIRATE_GET_OUT|G-Get t-the heww o-out of m-my ship {agenda/lastname}.
AGENDA_EX_PIRATE_AS_YOU_WISH|As you wish. I-I'ww w-weave as soon a-as we dock.
AGENDA_SINGER_WHAT_WAS_THAT|What was t-that {agenda/firstname}?
AGENDA_SINGER_SORRY_COMMS_WERE_ON|Sowwy captain, comms w-wewe on by mistake.
AGENDA_SINGER_DONT_BE_SORRY_I_LIKED_IT|Don't be sowwy, I wiked that.
AGENDA_SINGER_SEE_THAT_IT_DOESNT_HAPPEN_AGAIN|See that it doesn't h-happen again.
AGENDA_SINGER_YES_SIR|Yes captain. (^w^)
AGENDA_SINGER_THANK_YOU|Thank you, captain!?
AGENDA_SINGER_NEED_DAY_OFF|Captain, I n-nyeed a few d-days off.
AGENDA_SINGER_DAY_OFF_SURE|Suwe thing {agenda/firstname}, take cawe of youw s-stuff.
AGENDA_SINGER_DAY_OFF_WHY|What happenyed? ;;w;;
AGENDA_SINGER_DAY_OFF_NO_WAY|Get back to wowk {agenda/lastname}, we have ouw hands fuww.
AGENDA_SINGER_DAY_OFF_PERSONAL|Pewsonyaw m-mattews.
AGENDA_SINGER_DAY_OFF_RECORDING|I-I'm making a wecowding. You knyow, t-the songs.
AGENDA_SINGER_DAY_OFF_MAKE_US_PROUD|Suwe, make us pwoud {agenda/firstname}.
AGENDA_SINGER_I_QUIT|Captain, I c-can't fwy with you a-anymowe.
AGENDA_SINGER_I_QUIT_WHY|Why? What happenyed? ;;w;;
AGENDA_SINGER_I_QUIT_CARIER|I have a singing caweew to puwsue.
AGENDA_SINGER_I_QUIT_QUIT_THEN|Weww, cwean up youw bunk then. I want you off at the end o-of the dive.
AGENDA_SINGER_I_QUIT_DOUBLE_PAY|We n-nyeed you {agenda/firstname}!? I'ww doubwe youw pay. (OwO)
AGENDA_SINGER_I_QUIT_CANT_AFFORD|You can't affowd me, captain.
AGENDA_SINGER_I_QUIT_OKAY|Okay, I guess we can make it wowk.
AGENDA_SINGER_EQUAL_1|- What gives a spaceship its twaction? - ;;
AGENDA_SINGER_EQUAL_2|- Fission tuwns watew t-to fwame -
AGENDA_SINGER_EQUAL_3|- Equaw and opposite weaction -
AGENDA_SINGER_EQUAL_4|- Fow evewy action we cwaim -
AGENDA_SINGER_EQUAL|That's "Equaw and Opposite", by me, actuawwy.
AGENDA_SINGER_CRUISING_REF_1|- C-Cwuising thwough the wings - UwU
AGENDA_SINGER_CRUISING_REF_2|- With buwns t-that move the steew -
AGENDA_SINGER_CRUISING_REF_3|- This is how I faww - OwO
AGENDA_SINGER_CRUISING_REF_4|- Evading on a feew - (^w^)
AGENDA_SINGER_CRUISING_1|- Thewe's something inside wings that stiws benyeath the suwface -
AGENDA_SINGER_CRUISING_2|- Consuming, confusing -
AGENDA_SINGER_CRUISING_3|- They t-twy to take contwow thwough feaw and expwoitation -
AGENDA_SINGER_CRUISING_4|- Contwowwing - (OwO)
AGENDA_SINGER_CRUISING_5|- I c-can't seem -
AGENDA_SINGER_CRUISING_6|- T-To fwy j-just fwee again -
AGENDA_SINGER_CRUISING_7|- The wawws a-awe cwosing in -
