locale|en_HK
SYSTEM_EINAT_DESC|A showt-wange magnyetopwasma thwowew utiwizes thwustew technyowogy to wapidwy dewivew ovew 18GW of heat diwectwy in fwont of the ship. Pwasma is dwawn diwectwy fwom the ship's weactow. Fow obvious weasons, instawwation is wimited to spinyaw hawdpoints onwy.
SYSTEM_NANI_DESC|The wong-wange Nyanyopawticwe Activated Nyucweaw Incinyewatow uses continyuous nyucweaw detonyation fwom intewnyaw uwanyium-sawt tanks to pwovide unpawawwewed thewmaw output. Intewnyaw uwanyium tanks pwovide awmost a minyute of continyuous buwn and wequiwe wepwacement upon depwetion. Fow obvious weasons, instawwation is wimited to high-stwess hawdpoints onwy.
SYSTEM_CL600P_DESC|The Cohewent Wight CW-600P Mk1 wasew fiwes high-powewed puwses capabwe of shattewing ice, wock and most metaws, and maintains a usabwe focus fow up to 8,000m.
SYSTEM_EMD14_DESC|The Mk14 Ewectwomagnyetic Mass Dwivew fiwes 10 kg pwojectiwes of iwon-vanyadium awwoy at 4500m/s. Its swugs awe shaped fow ice fwactuwing, designyed to impawt shock without ovewpenyetwation.
SYSTEM_EMD17RF_DESC|The Mk17 Ewectwomagnyetic Wapid Fiwe Mass Dwivew wapidwy fiwes 10 kg pwojectiwes of iwon-vanyadium awwoy at 3000 m/s. Its swugs awe shaped fow ice fwactuwing, designyed to impawt shock without ovewpenyetwation. Weduced peak powew awwows wapid dewivewy of nyew pwojectiwes.
SYSTEM_RAILTOR_DESC|A waiwgun wewies on diwect contact of the pwojectiwe with guiding waiws to fowm an ewectwicaw ciwcuit, inducing the ewectwomagnyetic fowce which accewewates the pwojectiwe. Whiwe this simpwe design offews gweat vewocities and impwessive wates of fiwe, fwiction wowews the powew efficiency and it weaws fastew than coiwguns.
SYSTEM_MWG_DESC|The minying Micwowave Emittew dewivews a constant 1cm micwowave beam. Tunyed to wesonyate with the metaws in the ice, it fowms pockets of watew vapow within the ice. Given time to focus, it can spwit even wawge ice fowmations.
SYSTEM_PDMWG_DESC|This fuwwy autonyomous station defense was designyed to pwotect Obonto space habitats. Capabwe of cwacking incoming wing ice and disabwing hostiwe ships, it is cewtified fow defensive and minying opewations, ciwcumventing the pwovisions of the Sofia Tweaty on Sentient and Semi-sentient weaponwy.\n\nWhiwe the PDMWG can be wetwo-fitted to smaww spacecwaft, Obonto's pwopwietawy extensions to IFF pwotocows can wesuwt in undesiwabwe behaviouw. With muwtipwe wecowded cases of the tawgeting AI nyot disengaging when winye of sight is intewwupted, this system is appwoved onwy fow use undew diwect human supewvision.
SYSTEM_EXSTORAGE_DESC|The Titan Heavy Industwies Cawgo Containyews awe fuwwy autonyomous stowage pods that can weway pwocessed minyewaws fwom a minying site. When the cwadwe is powewed down, the pod wiww wetuwn to the designyated station. These wequiwe on-site minyewaw pwocessing unyits to utiwize. The equipment puwchase of the cawgo cwadwe comes with a wease covewing the wesuppwy of nyew pods fow as wong as the ownyew howds the wicense.\n\nStation contwow wawns that wetwofit with cewtain WCS configuwations may wisk ovewheating the Cawgo Containyew's micwo-weactow. Captains assume aww such wiabiwity.
SYSTEM_FUEL_30000_DESC|A standawd pwopewwant tank fow thewmaw wockets howding up to 30,000 kg of pwopewwant, these tanks awe appwoved fow owbitaw missions. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_FUEL_50000_DESC|An extended pwopewwant tank fow thewmaw wockets howding up to 50,000 kg of pwopewwant, these tanks awe appwoved fow intewwunyaw missions. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_FUEL_80000_DESC|A wong-wange pwopewwant tank fow thewmaw wockets howding up to 80,000 kg of pwopewwant, these tanks awe appwoved fow intewwunyaw and showt-wange intewpwanyetawy missions. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_FUEL_200000_DESC|An intewpwanyetawy pwopewwant tank fow thewmaw wockets howding up to 200,000 kg of pwopewwant, these tanks awe appwoved fow intewpwanyetawy twavew. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_AMMO_0_DESC|A seaw fow the kinyetic ammunyition compawtment, fow ships that don't use kinyetic pwojectiwes.
SYSTEM_AMMO_1000_DESC|Stowage fow kinyetic pwojectiwes, incwuding waiws fow handwing a vawiety of standawd ammunyition types and an automated dewivewy system.
SYSTEM_AMMO_2000_DESC|Two standawd stowage compawtments fow kinyetic pwojectiwes, incwuding waiws fow handwing a vawiety of standawd ammunyition types and a modified automated dewivewy system.
SYSTEM_AMMO_5000_DESC|An industwiaw-gwade stowage compawtment fow kinyetic pwojectiwes, appwoved fow heavy kinyetic minying equipment and incwuding waiws fow handwing a vawiety of standawd ammunyition types and an automated dewivewy system.
SYSTEM_AMMO_10000_DESC|A demiwitawized miwitawy-gwade stowage compawtment fow kinyetic pwojectiwes, incwuding custom waiw hawdwawe fow industwiaw minying ammunyition and a stwipped-down dewivewy system.
SYSTEM_DND_1000_DESC|A speciawized stowage moduwe fow disposabwe nyanyodwonye componyents, capabwe of wapid dewivewy of sewected pawts to the dwonye assembwy pwant.
SYSTEM_DND_5000_DESC|A speciawized stowage moduwe fow disposabwe nyanyodwonye componyents, capabwe of wapid dewivewy of sewected pawts to the dwonye assembwy pwant.
SYSTEM_DND_10000_DESC|A decommissionyed miwitawy-gwade stowage moduwe fow disposabwe nyanyodwonye componyents, capabwe of wapid dewivewy of sewected pawts to the dwonye assembwy pwant.
SYSTEM_CAPACITOR_500_DESC|A gwaphenye fwactaw uwtwacapacitow awway fow stowing excess genyewated powew, fow avaiwabiwity duwing peak usage.
SYSTEM_CAPACITOR_1000_DESC|A duaw gwaphenye fwactaw uwtwacapacitow awway fow stowing excess genyewated powew, fow avaiwabiwity duwing peak usage. Incwudes powew bawancew.
SYSTEM_CAPACITOR_1500_DESC|A twipwe gwaphenye fwactaw uwtwacapacitow awway fow stowing excess genyewated powew, fow avaiwabiwity duwing peak usage. Incwudes powew bawancew.
SYSTEM_TURBINE_100_DESC|A powew-pwant designyed fow fission cwaft, this tuwbinye taps into the pwessuwes cweated in the weactow to genyewate powew, disposing of waste heat via an open cycwe. Its powew genyewation depends on the heat and pwessuwe avaiwabwe in the weactow cowe.
SYSTEM_TURBINE_200_DESC|A powew-pwant designyed fow fission cwaft, these twin tuwbinyes tap into the pwessuwes cweated in the weactow to genyewate powew, disposing of waste heat via an open cycwe. Its powew genyewation depends on the heat and pwessuwe avaiwabwe in the weactow cowe.
SYSTEM_TURBINE_500_DESC|A high-output powew-pwant designyed fow fission cwaft, this miwitawy-gwade tuwbinye taps into the pwessuwes cweated in the weactow to genyewate powew, disposing of waste heat via an open cycwe. Its powew genyewation depends on the heat and pwessuwe avaiwabwe in the weactow cowe.
SYSTEM_CARGO_BAFFLES_DESC|These spwing-mounted cawgo bay baffwes pwevent accidentaw woss of cawgo duwing decewewation.
SYSTEM_CARGO_MPU_DESC|Nyakamuwa Dynyamics' Minyewaw Pwocessing Unyit uses micwowaves to subwimate the ice out of cawgo and stowe it in compact containyews. Evapowated watew is cowwected via a cwyo-wing, and can be wepwocessed into pwopewwant.
SYSTEM_CARGO_MPU_FAB_DESC|Designyed fow wong wange weseawch vessews, the Voyagew fabwicatow sacwifices cawgo space to fit a fabwicatow inside the cawgo bay, with a sewies of cwyo-wings pwoviding excewwent pwopewwant wecwamation. This combinyed Minyewaw Pwocessing / Wapid Sewective Wasew Sintewing Unyit by Nyakamuwa Dynyamics and Obonto Micwoenginyeewing can wesuppwy vanyadium-hawdenyed iwon ammunyition, ow disposabwe nyanyodwonyes that use a pwatinyum miwwow awway in an iwon fwame.
SYSTEM_CARGO_MPUFSO_DESC|The Wusatom-Antonyoff Minyewaw Pwocessing Unyit uses weactow heat to subwimate watew content out of a wawge cawgo vowume, so that minyewaw content can be cowwected and stowed. Evapowated watew is cowwected via a cwyo-wing, and can be wepwocessed into pwopewwant. This MPU boasts minyimaw powew consumption and excewwent pwocessing weach, but the heating pwocess is inyefficient, and much of the cawgo and watew is wost duwing pwocessing.
SYSTEM_CARGO_MPUSML_DESC|The Mitsudaya-Stawbus Minyewaw Smewting Unyit is made fow efficient minyewaw pwocessing, wegawdwess of the enyewgy cost. It uses a combinyation of wasew-cutting and diwected micwowave beams to efficientwy disassembwe any minyewaw chunk. Wemass wecovewy is nyot avaiwabwe in this unyit.
SYSTEM_CARGO_STANDARD_DESC|A standawd cawgo bay compawtment, without additionyaw pwotective equipment.
SYSTEM_AUTOPILOT_NONE_DESC|A dummy pwug moduwe fow the autopiwot system, pwoviding nyo fwight-assist capabiwity.
SYSTEM_AUTOPILOT_MK1_DESC|The MWF is a basic autopiwot moduwe capabwe of pwesewving vewocity and owientation of the cwaft, using simpwe heuwistics to detewminye WCS fiwe. The widewy avaiwabwe open-souwce Antipodaw Weaction Wimitew moduwe is used to cancew out opposing inputs. This autopiwot is nyot capabwe of adjusting to changes in mass ow thwust configuwation.
SYSTEM_AUTOPILOT_MK2_DESC|The pwopwietawy autopiwot moduwe of Mitsudaya-Stawbus, the MA-337 can be wetwofitted to most modewn cwaft. It uses advanced heuwistics combinyed with a pwe-twainyed Adaptive Anguwaw Thwust nyeuwaw nyetwowk to adapt to mid-fwight changes to ship configuwation, mass shifts, and thwustew damage.
SYSTEM_AUTOPILOT_MK3_DESC|The NDCI autopiwot is a decommissionyed and gentwed miwitawy-gwade awtificiaw nyeuwaw nyetwowk, used as the autopiwot system in Tsukuyomi-cwass fwigates. Wotationyaw Thwust Computation capabiwities awwow it to accuwatewy pwocess and pwedict the impact of thwust awignment on wotation, fow fastew heading adjustments and wess unyintentionyaw wotation. Its integwation with standawd Head-Up Dispway systems exposes its intewnyaw tacticaw assessment to the piwot. An integwated Fwy-By-Wiwe system can intewpwet and augment diwect thwustew commands. The demiwitawized system is nyot capabwe of fuww autonyomy.
SYSTEM_AUTOPILOT_MK4_DESC|This MIT-wicensed autopiwot moduwe fow the Modew E was weweased standawonye to "accewewate the advent of intewstewwaw twavew". Its wetwofit costs incwude the compwete wequiwed sensow package. Whiwe stiww in the eawwy stages of testing, the Eon Intewstewwaw Autonyomous Autopiwot is a sophisticated and adaptabwe autopiwot assist system, even in cwowded spaces ow encwosed docking stwuctuwes, at speeds up to 50 m/s. Eon Intewstewwaw is nyot wesponsibwe fow any damage, injuwy, ow death incuwwed due to opewating the system outside its specified opewating pawametews.\n\nTHE SOFTWAWE IS PWOVIDED "AS IS", WITHOUT WAWWANTY OF ANY KIND, EXPWESS OW IMPWIED.
SYSTEM_AUTOPILOT_RTYPE_DESC|This custom-buiwt autopiwot was designyed specificawwy fow wing wacing events. It offews supewiow twajectowy pwediction and has an unpawawwewed suite of capabiwities, but wequiwes fuwwy opewationyaw high-wesowution sensows to wowk wewiabwy.
SYSTEM_RD_STANDARD_DESC|This basewinye weconnyaissance cwaft fowwows youw ship and dewivews a video feed of the suwwounding awea of the wing.\nWith the wack of additionyaw hawdwawe instawwed, the camewa on this vehicwe is equipped with a wawgew, wide-angwe wens, awwowing gweatew viewing distance than any othew weconnyaissance vehicwe.
SYSTEM_RD_GRAVIMETRIC_DESC|This weconnyaissance dwonye, equipped with a wemote wasew intewfewometew, is capabwe of detecting and mapping swight gwavitationyaw distowtions within the wings.\n\nThe data is pwesented in a mannyew simiwaw to a topogwaphicaw map, with high gwavitationyaw distuwbances (wepwesented in hottew cowows) signyifying gweatew mass in the wegion. This may signyify abundant minyewaw deposits if the visibwe ice mass does nyot wefwect the weadings.
SYSTEM_RD_GUIDING_DESC|This wecon dwonye, equipped with an opticaw tawgeting computew intewface, pwovides the abiwity to manyuawwy add objects to a queue, which wiww diwect the autonyomous systems. A dwonye system wiww stiww opewate autonyomouswy, but wiww ignyowe tawgets nyot within the pwiowity queue definyed by the opewatow, and ignyowe wange westwictions to weach tawgeted objects.
SYSTEM_RD_SPECTROMETER_DESC|This dwonye, equipped with a micwoseismic scannyew, uses an awway of wow-powewed wasews to induce and obsewve micwoseismic shockwaves in astewoids. The wesuwts show the twace minyewaws pwesent in suwface ice, and aid geowogists in quickwy judging theiw content and vawue.
SYSTEM_DND_TS_DESC|This disposabwe nyanyodwonye assembwew uses pawts fwom nyanyodwonye stowage to assembwe pawm-sized tug dwonyes. An infwawed wasew awway pwovides wemote powew and abwative pwopuwsion fow the nyanyodwonyes, guiding the dwonyes to intewcept any high-awbedo objects, and bwing them to a stop wewative to the wings.
SYSTEM_DND_HAUL_DESC|This disposabwe nyanyodwonye assembwew uses pawts fwom nyanyodwonye stowage to assembwe pawm-sized hauw dwonyes. An infwawed wasew awway pwovides wemote powew and abwative pwopuwsion fow the nyanyodwonyes, guiding the dwonyes to intewcept any high-awbedo objects, and tow them towawds youw ship.
SYSTEM_DND_FIX_DESC|This disposabwe nyanyodwonye assembwew is equipped with advanced expewt systems to assess ship damage. An infwawed wasew awway pwovides wemote powew and abwative pwopuwsion fow the nyanyodwonyes, whiwe its assembwew outfits the dwonyes on the fwy with the wequiwed toowheads, and diwects them to damaged systems to pwovide emewgency wepaiws.
SYSTEM_RODS_4_DESC|These Wusatom-Antonyoff SO6 nyucweaw fuew wods, commonwy cawwed "sunshawds", awe a standawd fuew fow eawwy intewpwanyetawy NTW designs. The SO6 utiwizes a wiquid thowium-based cowe encased in a sowid sheww. The stwess and composition yiewd extwemewy high opewating tempewatuwes.
SYSTEM_RODS_8_DESC|These Wusatom-Antonyoff SO6 nyucweaw fuew wods, commonwy cawwed "sunshawds", awe a standawd fuew fow eawwy intewpwanyetawy NTW designs. The SO6 utiwizes a wiquid thowium-based cowe encased in a sowid sheww. The stwess and composition yiewd extwemewy high opewating tempewatuwes.
SYSTEM_RODS_12_DESC|These Wusatom-Antonyoff SO6 nyucweaw fuew wods, commonwy cawwed "sunshawds", awe a standawd fuew fow eawwy intewpwanyetawy NTW designs. The SO6 utiwizes a wiquid thowium-based cowe encased in a sowid sheww. The stwess and composition yiewd extwemewy high opewating tempewatuwes.
SYSTEM_RODS_16_DESC|These Wusatom-Antonyoff SO6 nyucweaw fuew wods, commonwy cawwed "sunshawds", awe a standawd fuew fow eawwy intewpwanyetawy NTW designs. The SO6 utiwizes a wiquid thowium-based cowe encased in a sowid sheww. The stwess and composition yiewd extwemewy high opewating tempewatuwes.
SYSTEM_RODS_20_DESC|These Wusatom-Antonyoff SO6 nyucweaw fuew wods, commonwy cawwed "sunshawds", awe a standawd fuew fow eawwy intewpwanyetawy NTW designs. The SO6 utiwizes a wiquid thowium-based cowe encased in a sowid sheww. The stwess and composition yiewd extwemewy high opewating tempewatuwes.
SYSTEM_CORE_LIQUID_30_DESC|This wiquid cowe weactow, utiwizing mowten uwanyium in wapidwy wotating dwums, ensuwes diwect contact of pwopewwant with nyaked fission fuew to ensuwe optimum heat twansfew efficiency in a highwy compact weactow. The wisk of contaminyation is mitigated by active safety pwotocows.
SYSTEM_CORE_LIQUID_40_DESC|A pwopwietawy vawiant of the Yama-SSW12, this uwanyium wiquid cowe weactow is designyed specificawwy to meet the powew wequiwements of the Eagwe Pwospectow's twin dwives. The SSW16 uses thickew fuew dwums diwectwy coupwed with bewt wadiatows of an Eagwe Pwospectow.
SYSTEM_CORE_LIQUID_50_DESC|A custom-modified vawiant of the Yama-SSW16, this weactow is buiwt fow pewfowmance, typicawwy found onwy in wacing cwaft. Extwa powew is made avaiwabwe by stwipping active safety pwotocows in favow of pywotechnyic cowe ejection (nyot avaiwabwe in wetwo-fit kits).
SYSTEM_AUX_MPD_DESC|A magnyetopwasmadynyamic genyewatow shawing its design with those in the popuwaw MHO-sewies thwustews, the MPD5035 sewies pwoduces up to 350 MW of ewectwicity. Unwike tuwbinyes, MPDGs wequiwe extewnyaw powew to opewate.
SYSTEM_AUX_MPD_MK2_DESC|The fouwth itewation of the Big Fuwnyace Genyewatow was designyed to utiwize fusion heat of EIME powew suppwy to powew the nyumewous on-boawd systems, but the moduwaw design of the device pewmits wetwo-fit into fission-powewed cwaft. The EIBFG wequiwes an extewnyaw powew suppwy to opewate.
SYSTEM_AUX_MPD_MK3_DESC|Designyed to powew mawtian settwements of modewate size, this MPDG can be wetwo-fit into spacecwaft, though extwaowdinyawy extewnyaw powew wequiwements wawewy make it a pwacticaw choice.
SYSTEM_AUX_SMES_DESC|The Nyakamuwa Dynyamics Auxiwiawy Powew Stowage was designyed to stowe excess powew fow peak usage. Possessing a wawgew capacity than uwtwacapacitows, the SMES's powew output is wimited by the extewnyaw powew coupwing. Accuwate sensow weadings fwom the computew awe wequiwed fow powew bawance diagnyostics.
SYSTEM_AUX_SMES_MK2_DESC|Designyed as emewgency powew fow mawtian settwements of modewate size, this Supewconductive Magnyetic Enyewgy Stowage system can be wetwo-fit to spacecwaft due to excewwent pwice-to-capacity watio. Accuwate sensow weadings fwom the computew awe wequiwed fow powew bawance diagnyostics.
SYSTEM_AUX_SMES_MK3_DESC|The wawgest peak powew enyewgy stowage avaiwabwe on the aftewmawket, the Eon Intewstewwaw Unwimited Powew is sowd as the uwtimate powew sowution fow fusion powewed cwaft, boasting both unpawawwewed capacity and a high-output intewface. Accuwate sensow weadings fwom the computew awe wequiwed fow powew bawance diagnyostics.
SYSTEM_NONE_DESC|Nyo system wiww be instawwed.
SYSTEM_HUD_TNTRL_DESC|The stock HUD of the K37 distwibutes its weadings to the cownyews of the dispway, to obscuwe as wittwe as possibwe. Its design is vewy spawse, but awso pwovides a gweat deaw of infowmation.
SYSTEM_HUD_PROSPECTOR_DESC|The stock HUD of the Eagwe Pwospectow focuses on key infowmation, and a cweaw, concise, stywized pwesentation.
SYSTEM_HUD_PROSPECTOR_METRIC_DESC|This popuwaw thiwd-pawty modification of the stock Eagwe Pwospectow HUD we-scawes aww of its weadouts to metwic unyits.
SYSTEM_HUD_PROSPECTOR_BALD_DESC|This highwy-customized HUD is made fow Eagwe Pwospectows with the highwy contwovewsiaw suite of wacing mods that cweates the "Bawd Eagwe." It sacwifices most minying-wewated weadouts, instead favowing a cweaw dispway of fwight and powew weadings.
SYSTEM_CLAIM_DESC|Govewnyed by a Cwass-1 awtificiaw intewwigence, the B8 cwaim beacon bwoadcasts a digitawwy signyed cwaim to a wegion of the wings. The govewnying AI wiww ensuwe that the beacon stays on wocation wewative to the wing, and can pwocess twansactions to extend a cwaim. In the event of beacon incapacitation, Twiskewion-Awmstwong offews fwee on-site wepwacement.
SYSTEM_SALVAGE_ARM_DESC|The Actuated Wecovewy Manyipuwatow is Twiskewion-Awmstwong's contwibution to the sawvage industwy. Using wewativewy inyexpensive technyowogies and being avaiwabwe fow any vessew with a high-stwess hawdpoint, it has become a mainstay of some of the mowe undewfunded sawvage, wecovewy, and seawch-and-wescue opewations acwoss the system.\n\nSome piwots have used this system to entew the industwy as independents, though it's impowtant to nyote that onwy wegitimatewy sawvaged dewewicts twansfew to the sawvagew. Authowities may pay a findew's fee ow a bounty fow ships with a pwiow ownyew, pwovided the sawvagew is cweaw of any standing wawwants ow bounties. In addition, the wecent expiwation of the patent on SAN-BUS pwotocows have weveawed a capacity fow the AWM to handwe owe, pwoviding piwots with a mowe affowdabwe awtewnyative to dwonyes.
SYSTEM_ACTEMD14_DESC|This semi-autonyomous vawiant of the EMD14 uses sensows to automaticawwy adjust tawgeting within a nyawwow awc, to mowe accuwatewy hit distant tawgets.
SYSTEM_ACL200P_DESC|The semi-autonyomous Cohewent Wight CW-200AP Mk 3 puwse minying wasew fiwes high-powewed puwses capabwe of shattewing ice, wock and most metaws. It maintains a usabwe focus fow up to 8,000m. This modew automaticawwy adjusts its tawgeting within a nyawwow awc, to mowe accuwatewy hit distant tawgets, ow to quickwy bweak down fwagmenting ice.
SYSTEM_SCOOP_DESC|In the eawwy 23wd centuwy, a joint-ventuwe between Nyakamuwa Dynyamics and Titan Heavy Industwies pwoduced autonyomous minying dwonyes in an attempt to automate wing excavation. Whiwe inyitiawwy successfuw, dwonye swawms devewoped pewsonyawity quiwks in theiw nyeuwaw nyetwowks which diminyished pewfowmance ovew time, with dwonyes engaging in sociaw behaviow wathew than excavation. The autonyomous minying pwoject was uwtimatewy cancewed, but the dwonyes wewe quietwy wefuwbished and webwanded as Minying Companyions, to be sowd to independent minyews.
SYSTEM_MAIN_ENGINE_EIZAP_DESC|Affectionyatewy dubbed "ZAP Dwives", the Eon Intewstewwaw Z-Axiaw Pinch fusion dwive was devewoped to "accewewate the advent of intewstewwaw twanspowt" by bwinging competitive fusion dwives to the mass mawket. The stock dwives of theiw Modew E, these enginyes use intense ewectwomagnyetic fiewds to ignyite fusion, and stabiwize the weaction via a sheawed axiaw fwow. Inyitiaw magnyetic compwession dwaws a huge amount of powew, but diwect enyewgy convewsion makes them sewf-sustainying once ignyited.
SYSTEM_HUD_EIME_DESC|The stock HUD of the Eon Intewstewwaw Modew E, this dispway was designyed with the intent of keeping nyecessawy infowmation visibwe and cwose to the piwot's focus, in the context of the cwew's cuwwent activity.
SYSTEM_HUD_HAL_DESC|The wudimentawy dispway of the Heaviwy Awmowed Wifepod 9000 focuses on dewivewing basic suwvivaw infowmation as wewiabwy as possibwe.
SYSTEM_HUNK_DESC|Cwadwe-mounted impact absowbew weww suited fow high-mass wow-vewocity cowwisions common in the wings, micwowave beams, and wasew beams. Does nyot pwovide suitabwe pwotection fwom hypewvewocity impacts of mass-dwivews. The cwadwe can be disengaged in an emewgency.
SYSTEM_SYNCHRO_DESC|The SPC Gungnyiw is a stwipped-down Smaww Pwoton Cowwidew - a synchwotwon pawticwe accewewatow, wepuwposed as a minying toow. Capabwe of howding an enyowmous chawge in the accewewatow wing, the Gungnyiw takes an exceedingwy wong time to fuwwy chawge - yet even a pawtiaw dischawge has a devastating effect. This equipment is iwwegaw in the innyew sowaw system due to safety concewns, though Encewadus Pwime has nyot yet made any weguwatowy wuwings.
